ID,protein_name_ft,pmatch_orig,pmatch_ft,category
TAPACPGKVH,Perilipin-5,1,1,c
PPID_HUMAN,Peptidyl-prolyl cis-trans isomerase D ,0,0,i
MK07_HUMAN,Mitogen-activated protein kinase 7,1,1,c
S6A14_HUMAN,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) ,1,1,c
WDR1_HUMAN,WD repeat-containing protein 1,1,1,c
FBX7_HUMAN,F-box only protein 7,1,1,c
ANKH_HUMAN,Mineralization regulator ANKH ,0,0,i
ANXA4_HUMAN,Annexin A4 ,0,1,g
CCN4_HUMAN,CCN family member 4 ,0,0,i
CNTN2_HUMAN,Contactin-2,1,1,c
E41L3_HUMAN,"Band 4.1-like protein 3, N-terminally processed",1,1,c
SIA4A_HUMAN,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",1,1,c
ODFP2_HUMAN,Outer dense fiber protein 2,0,0,i
PO4F2_HUMAN,"POU domain, class 4, transcription factor 2 ",1,1,c
1433F_HUMAN,14-3-3 protein eta,0,0,i
MP2K5_HUMAN,Dual specificity mitogen-activated protein kinase kinase 5,1,1,c
PTGIS_HUMAN,Prostacyclin synthase,1,1,c
TERF2_HUMAN,Telomeric repeat-binding factor 2,1,1,c
DUS22_HUMAN,Dual specificity protein phosphatase 22 ,1,1,c
UD18_HUMAN,UDP-glucuronosyltransferase 1A8 ,0,1,g
CXAR_HUMAN,Coxsackievirus and adenovirus receptor,0,0,i
VPP3_HUMAN,V-type proton ATPase 116 kDa subunit a 3,0,0,i
KAT6B_HUMAN,Histone acetyltransferase KAT6B,1,1,c
NK1R_HUMAN,Substance-P receptor,1,1,c
ARHG2_HUMAN,Rho guanine nucleotide exchange factor 2,0,0,i
AP2M1_HUMAN,AP-2 complex subunit mu ,0,0,i
STAR3_HUMAN,StAR-related lipid transfer protein 3 ,0,0,i
ATOH7_HUMAN,Transcription factor ATOH7 ,0,0,i
TRIM1_HUMAN,Probable E3 ubiquitin-protein ligase MID2,0,0,i
V2R_HUMAN,Vasopressin V2 receptor,0,1,g
MYRF_HUMAN,"Myelin regulatory factor, C-terminal",0,0,i
ABCD3_HUMAN,ATP-binding cassette sub-family D member 3,0,1,g
NAT10_HUMAN,RNA cytidine acetyltransferase ,0,0,i
GPM6A_HUMAN,Neuronal membrane glycoprotein M6-a,1,1,c
ZPR1_HUMAN,Zinc finger protein ZPR1,0,0,i
DACT1_HUMAN,Dapper homolog 1,0,0,i
NPNT_HUMAN,Nephronectin,1,1,c
FLRT3_HUMAN,Leucine-rich repeat transmembrane protein FLRT3,1,0,l
VPS4B_HUMAN,Vacuolar protein sorting-associated protein 4B ,0,0,i
GRIK3_HUMAN,"Glutamate receptor ionotropic, kainate 3",0,1,g
GDF2_HUMAN,Growth/differentiation factor 2,0,1,g
VPS11_HUMAN,Vacuolar protein sorting-associated protein 11 homolog,0,0,i
KCC1A_HUMAN,Calcium/calmodulin-dependent protein kinase type 1,0,0,i
GNA12_HUMAN,Guanine nucleotide-binding protein subunit alpha-12,1,1,c
RAP2B_HUMAN,Ras-related protein Rap-2b,0,0,i
FNIP1_HUMAN,Folliculin-interacting protein 1 ,0,0,i
NPHP4_HUMAN,Nephrocystin-4,1,1,c
RGS14_HUMAN,Regulator of G-protein signaling 14,1,1,c
CSN5_HUMAN,COP9 signalosome complex subunit 5,0,0,i
CEBPG_HUMAN,CCAAT/enhancer-binding protein gamma,0,0,i
TTBK2_HUMAN,Tau-tubulin kinase 2,1,1,c
HIPK1_HUMAN,Homeodomain-interacting protein kinase 1,0,1,g
SC6A9_HUMAN,Sodium- and chloride-dependent glycine transporter 1,1,1,c
FLOT2_HUMAN,Flotillin-2,1,1,c
CRHBP_HUMAN,Corticotropin-releasing factor-binding protein,0,1,g
KANK1_HUMAN,KN motif and ankyrin repeat domain-containing protein 1,0,0,i
CLN5_HUMAN,"Bis(monoacylglycero)phosphate synthase CLN5, secreted form",0,0,i
IFNL1_HUMAN,Interferon lambda-1,1,1,c
ZMIZ1_HUMAN,Zinc finger MIZ domain-containing protein 1 ,1,1,c
TE2IP_HUMAN,Telomeric repeat-binding factor 2-interacting protein 1,0,0,i
KALRN_HUMAN,Kalirin ,0,0,i
OVOL2_HUMAN,Transcription factor Ovo-like 2 ,0,0,i
UBP33_HUMAN,Ubiquitin carboxyl-terminal hydrolase 33,0,1,g
PRDM5_HUMAN,PR domain zinc finger protein 5,0,1,g
FLVC1_HUMAN,Heme transporter FLVCR1 ,0,0,i
AT2B3_HUMAN,Plasma membrane calcium-transporting ATPase 3,0,1,g
GPSM2_HUMAN,G-protein-signaling modulator 2,0,1,g
APLF_HUMAN,Aprataxin and PNK-like factor ,0,0,i
VATL_HUMAN,V-type proton ATPase 16 kDa proteolipid subunit c ,0,1,g
GTR10_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 10 ",1,1,c
NECT1_HUMAN,Nectin-1,0,1,g
EPHA8_HUMAN,Ephrin type-A receptor 8,0,0,i
PNPT1_HUMAN,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial ",1,1,c
VP33B_HUMAN,Vacuolar protein sorting-associated protein 33B,0,0,i
SAR1A_HUMAN,Small COPII coat GTPase SAR1A ,0,0,i
TGFI1_HUMAN,Transforming growth factor beta-1-induced transcript 1 protein,0,1,g
DTX3L_HUMAN,E3 ubiquitin-protein ligase DTX3L,0,0,i
PCSK5_HUMAN,Proprotein convertase subtilisin/kexin type 5,1,1,c
PSD10_HUMAN,26S proteasome non-ATPase regulatory subunit 10,0,1,g
PTPRN_HUMAN,ICA512-cleaved cytosolic fragment,0,1,g
S15A2_HUMAN,Solute carrier family 15 member 2 ,1,1,c
CHMP3_HUMAN,Charged multivesicular body protein 3,1,1,c
MBB1A_HUMAN,Myb-binding protein 1A,1,1,c
IQGA3_HUMAN,Ras GTPase-activating-like protein IQGAP3,1,1,c
ATP4A_HUMAN,Potassium-transporting ATPase alpha chain 1,0,0,i
MYO1A_HUMAN,Unconventional myosin-Ia,1,1,c
CR3L3_HUMAN,Processed cyclic AMP-responsive element-binding protein 3-like protein 3,0,1,g
RPGF2_HUMAN,Rap guanine nucleotide exchange factor 2,0,1,g
B3A2_HUMAN,Anion exchange protein 2,0,1,g
PACRG_HUMAN,Parkin coregulated gene protein,0,0,i
FMN2_HUMAN,Formin-2,0,0,i
CAP7_HUMAN,Azurocidin ,0,0,i
TRDN_HUMAN,Triadin,0,1,g
STAU2_HUMAN,Double-stranded RNA-binding protein Staufen homolog 2,0,1,g
TGO1_HUMAN,Transport and Golgi organization protein 1 homolog ,0,0,i
E4F1_HUMAN,Transcription factor E4F1,1,1,c
ACHB_HUMAN,Acetylcholine receptor subunit beta ,0,1,g
S38A3_HUMAN,Sodium-coupled neutral amino acid transporter 3 ,0,1,g
PAXI1_HUMAN,PAX-interacting protein 1,1,0,l
RIT2_HUMAN,GTP-binding protein Rit2,0,0,i
GBA2_HUMAN,Non-lysosomal glucosylceramidase ,1,0,l
IL31R_HUMAN,Interleukin-31 receptor subunit alpha,1,1,c
NAL10_HUMAN,"NACHT, LRR and PYD domains-containing protein 10",1,1,c
KMT2E_HUMAN,Inactive histone-lysine N-methyltransferase 2E ,0,0,i
POPD1_HUMAN,Blood vessel epicardial substance ,0,0,i
RAPSN_HUMAN,43 kDa receptor-associated protein of the synapse,0,0,i
MAPK5_HUMAN,MAP kinase-activated protein kinase 5,0,0,i
WASF1_HUMAN,Actin-binding protein WASF1 ,0,0,i
OPN3_HUMAN,Opsin-3,1,1,c
ASAH2_HUMAN,Neutral ceramidase soluble form ,0,1,g
M3K13_HUMAN,Mitogen-activated protein kinase kinase kinase 13,1,1,c
IFT74_HUMAN,Intraflagellar transport protein 74 homolog,1,1,c
AP3D1_HUMAN,AP-3 complex subunit delta-1,0,0,i
SH3K1_HUMAN,SH3 domain-containing kinase-binding protein 1,1,0,l
AL3B1_HUMAN,Aldehyde dehydrogenase family 3 member B1,1,1,c
ADCYA_HUMAN,Adenylate cyclase type 10,1,1,c
AKAP6_HUMAN,A-kinase anchor protein 6,1,1,c
S27A5_HUMAN,Long-chain fatty acid transport protein 5 ,0,1,g
YBOX3_HUMAN,Y-box-binding protein 3,1,1,c
SKAP1_HUMAN,Src kinase-associated phosphoprotein 1,1,1,c
EXOSX_HUMAN,Exosome complex component 10 ,0,1,g
RHG35_HUMAN,Rho GTPase-activating protein 35 ,1,1,c
ZNT1_HUMAN,Proton-coupled zinc antiporter SLC30A1 ,0,1,g
PTN23_HUMAN,Tyrosine-protein phosphatase non-receptor type 23,0,1,g
CP131_HUMAN,Centrosomal protein of 131 kDa,1,1,c
SMRD2_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,0,1,g
INTU_HUMAN,Protein inturned,0,0,i
MYO1G_HUMAN,Minor histocompatibility antigen HA-2 ,0,1,g
TEN2_HUMAN,Ten-2 intracellular domain,0,0,i
PIDD1_HUMAN,PIDD-CC ,0,0,i
CHMP7_HUMAN,Charged multivesicular body protein 7,1,1,c
DDRGK_HUMAN,DDRGK domain-containing protein 1 ,0,0,i
AT1A4_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-4 ,0,1,g
M3K10_HUMAN,Mitogen-activated protein kinase kinase kinase 10,1,1,c
STX5_HUMAN,Syntaxin-5,1,1,c
DBNL_HUMAN,Drebrin-like protein,0,0,i
TCF15_HUMAN,Transcription factor 15 ,1,1,c
CK5P3_HUMAN,CDK5 regulatory subunit-associated protein 3 ,1,1,c
KS6A4_HUMAN,Ribosomal protein S6 kinase alpha-4,1,1,c
ACH10_HUMAN,Neuronal acetylcholine receptor subunit alpha-10,0,1,g
RUXF_HUMAN,Small nuclear ribonucleoprotein F,1,1,c
SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3,1,1,c
UHMK1_HUMAN,Serine/threonine-protein kinase Kist,0,0,i
TTC8_HUMAN,Tetratricopeptide repeat protein 8,1,1,c
KIFA3_HUMAN,Kinesin-associated protein 3,0,1,g
PLXA3_HUMAN,Plexin-A3,1,1,c
FOXB1_HUMAN,Forkhead box protein B1,1,1,c
TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10,1,1,c
BICD1_HUMAN,Protein bicaudal D homolog 1,0,0,i
SC5A6_HUMAN,Sodium-dependent multivitamin transporter ,0,1,g
P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha,0,1,g
ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial ",1,1,c
PLPP3_HUMAN,Phospholipid phosphatase 3 ,1,0,l
U17L2_HUMAN,Ubiquitin carboxyl-terminal hydrolase 17,0,0,i
TADA3_HUMAN,Transcriptional adapter 3,0,0,i
COR1B_HUMAN,Coronin-1B,1,1,c
MINP1_HUMAN,Multiple inositol polyphosphate phosphatase 1 ,0,0,i
CP2W1_HUMAN,Cytochrome P450 2W1 ,1,1,c
NOC2L_HUMAN,Nucleolar complex protein 2 homolog,0,0,i
SKOR2_HUMAN,SKI family transcriptional corepressor 2 ,0,0,i
SPEF1_HUMAN,Sperm flagellar protein 1,0,0,i
AZIN2_HUMAN,Antizyme inhibitor 2,0,0,i
ZBED1_HUMAN,E3 SUMO-protein ligase ZBED1 ,0,0,i
SELK_HUMAN,Selenoprotein K ,1,1,c
DCNP1_HUMAN,Dendritic cell nuclear protein 1 ,0,0,i
RFIP3_HUMAN,Rab11 family-interacting protein 3 ,0,1,g
CARL1_HUMAN,F-actin-uncapping protein LRRC16A ,0,0,i
WASH3_HUMAN,Putative WAS protein family homolog 3,0,0,i
H33_HUMAN,Histone H3.3,0,0,i
CAR16_HUMAN,Caspase recruitment domain-containing protein 16,1,1,c
CLCN4_HUMAN,H(+)/Cl(-) exchange transporter 4,0,1,g
TBG2_HUMAN,Tubulin gamma-2 chain,1,0,l
SPIR2_HUMAN,Protein spire homolog 2,0,0,i
TMF1_HUMAN,TATA element modulatory factor,0,0,i
ANR27_HUMAN,Ankyrin repeat domain-containing protein 27,0,1,g
MEGF8_HUMAN,Multiple epidermal growth factor-like domains protein 8,0,0,i
SL9B2_HUMAN,Sodium/hydrogen exchanger 9B2,0,1,g
ZDHC7_HUMAN,Palmitoyltransferase ZDHHC7 ,0,1,g
RMP_HUMAN,Unconventional prefoldin RPB5 interactor 1,0,0,i
EXOS8_HUMAN,Exosome complex component RRP43,0,1,g
ACOT8_HUMAN,Acyl-coenzyme A thioesterase 8,1,1,c
RUFY3_HUMAN,Protein RUFY3 ,0,1,g
NUBP1_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP1 ,0,0,i
