ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_gene_symbol,match_result,processing_time
CP2J2_HUMAN,P51589,CYP2J2,Cytochrome P450 2J2,11,7,4,22,bin_5,730,179,CYP2J2,1,2.04
TMF1_HUMAN,P82094,TMF1,TATA element modulatory factor,3,14,5,22,bin_5,39,26,SP1,0,0.45
UBR2_HUMAN,Q8IWV8,UBR2,E3 ubiquitin-protein ligase UBR2,4,13,5,22,bin_5,94,63,UBR2,1,0.26
CLD18_HUMAN,P56856,CLDN18,Claudin-18,2,16,4,22,bin_5,334,303,CLDN18,1,0.39
CLD19_HUMAN,Q8N6F1,CLDN19,Claudin-19 ,2,15,5,22,bin_5,101,91,CLDN19,1,2.49
CYB_HUMAN,Q9B2Z0,MT-CYB,Cytochrome b,3,15,4,22,bin_5,131,13532,CYTB,0,1.76
ENPP3_HUMAN,O14638,ENPP3,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 ,8,9,5,22,bin_5,238,59,ENPP3,1,4.88
SFTPD_HUMAN,P35247,SFTPD,Pulmonary surfactant-associated protein D,2,12,8,22,bin_5,141,1403,SFTPD,1,1.91
SEP12_HUMAN,Q8IYM1,SEPTIN12,Septin-12,7,4,11,22,bin_5,29,6,SEPT12,0,1.24
SEM7A_HUMAN,O75326,SEMA7A,Semaphorin-7A,3,16,3,22,bin_5,235,142,SEMA7A,1,0.94
OPN3_HUMAN,Q9H1Y3,OPN3,Opsin-3,5,13,4,22,bin_5,102,39,OPN3,1,0.26
ONEC2_HUMAN,O95948,ONECUT2,One cut domain family member 2,4,14,4,22,bin_5,135,50,DDX5,0,2.64
SEM3F_HUMAN,Q13275,SEMA3F,Semaphorin-3F,2,17,3,22,bin_5,295,144,SEMA3F,1,1.87
SEH1_HUMAN,Q96EE3,SEH1L,Nucleoporin SEH1 ,1,13,8,22,bin_5,17,33,SEH1L,1,1.47
ANKH_HUMAN,Q9HCJ1,ANKH,Mineralization regulator ANKH ,3,15,4,22,bin_5,227,46,ANKH,1,2.6
CLIC1_HUMAN,O00299,CLIC1,Chloride intracellular channel protein 1,2,5,15,22,bin_5,299,4267,CLIC1,1,2.05
SDC4_HUMAN,P31431,SDC4,Syndecan-4 ,4,11,7,22,bin_5,603,950,SDC4,1,3.03
BRE1A_HUMAN,Q9NUR4,RNF20,E3 ubiquitin-protein ligase BRE1A,11,6,5,22,bin_5,173,6,BRE1A,0,2.88
CAH2_HUMAN,P00918,CA2,Carbonic anhydrase 2,4,12,6,22,bin_5,230664,4843,CA2,1,2.83
OMA1_HUMAN,Q96E52,OMA1,"Metalloendopeptidase OMA1, mitochondrial ",3,16,3,22,bin_5,202,60,OMA1,1,2.72
JPH2_HUMAN,Q9BR39,JPH2,Junctophilin-2 N-terminal fragment ,10,5,7,22,bin_5,116,8,JPH2,1,0.68
TNKS2_HUMAN,Q9H2K2,TNKS2,Poly [ADP-ribose] polymerase tankyrase-2 ,5,9,8,22,bin_5,161,42,TNKS2,1,0.25
SCNNG_HUMAN,P51170,SCNN1G,Amiloride-sensitive sodium channel subunit gamma,4,12,6,22,bin_5,207,297,SCNN1G,1,0.3
SCIMP_HUMAN,Q6UWF3,SCIMP,SLP adapter and CSK-interacting membrane protein,1,12,9,22,bin_5,28,2,SH3BP2,0,2.46
MLC1_HUMAN,Q15049,MLC1,Membrane protein MLC1 ,2,6,14,22,bin_5,400,191,MLC1,1,1.5
TESCTDSGAE,Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,3,14,5,22,bin_5,67,172,UTP20,0,0.46
SC5A8_HUMAN,Q8N695,SLC5A8,Sodium-coupled monocarboxylate transporter 1,6,12,4,22,bin_5,180,53,SLC5A8,1,1.66
MLP3B_HUMAN,Q9GZQ8,MAP1LC3B,Microtubule-associated proteins 1A/1B light chain 3B ,4,7,11,22,bin_5,2100,150,MAP1LC3B,1,1.4
KANK1_HUMAN,Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,1,16,5,22,bin_5,132,6,ANKRD1,0,0.45
MED17_HUMAN,Q9NVC6,MED17,Mediator of RNA polymerase II transcription subunit 17,6,9,7,22,bin_5,71,60,MED17,1,0.48
COPT1_HUMAN,O15431,SLC31A1,Truncated CTR1 form ,5,10,7,22,bin_5,401,4,SLC30A8,0,0.38
CADH8_HUMAN,P55286,CDH8,Cadherin-8,4,11,7,22,bin_5,105,48,CDH8,1,2.17
KAT6B_HUMAN,Q8WYB5,KAT6B,Histone acetyltransferase KAT6B,9,8,5,22,bin_5,172,132,KAT6B,1,2.5
KCJ10_HUMAN,P78508,KCNJ10,ATP-sensitive inward rectifier potassium channel 10,3,12,7,22,bin_5,536,589,KCNJ10,1,2.21
PIF1_HUMAN,Q9H611,PIF1,ATP-dependent DNA helicase PIF1 ,9,9,4,22,bin_5,513,261,PIF1,1,2.4
CEBPE_HUMAN,Q15744,CEBPE,CCAAT/enhancer-binding protein epsilon,6,11,5,22,bin_5,199,130,CEBPE,1,0.29
EI2BE_HUMAN,Q13144,EIF2B5,Translation initiation factor eIF2B subunit epsilon,3,15,4,22,bin_5,118,77,EIF2B5,1,1.23
MEG10_HUMAN,Q96KG7,MEGF10,Multiple epidermal growth factor-like domains protein 10 ,3,16,3,22,bin_5,110,28,MED10,0,4.65
MDM4_HUMAN,O15151,MDM4,Protein Mdm4,3,16,3,22,bin_5,881,765,MDM4,1,1.71
EGR3_HUMAN,Q06889,EGR3,Early growth response protein 3,6,13,3,22,bin_5,466,212,EGR3,1,1.16
OTX2_HUMAN,P32243,OTX2,Homeobox protein OTX2,5,13,4,22,bin_5,1159,964,OTX2,1,1.0
EHMT1_HUMAN,Q9H9B1,EHMT1,Histone-lysine N-methyltransferase EHMT1,9,9,4,22,bin_5,292,174,EHMT1,1,3.25
SIA8B_HUMAN,Q92186,ST8SIA2,"Alpha-2,8-sialyltransferase 8B ",3,12,7,22,bin_5,195,2,ST8SIA8,0,3.01
ELA_HUMAN,P0DMC3,APELA,Apelin receptor early endogenous ligand ,2,18,2,22,bin_5,132,28,APE1,0,0.29
SPEF1_HUMAN,Q9Y4P9,SPEF1,Sperm flagellar protein 1,2,9,12,23,bin_5,13,419,SPF1,0,0.67
SYPH_HUMAN,P08247,SYP,Synaptophysin,3,10,10,23,bin_5,1460,10622,SYP,1,1.1
CPLX2_HUMAN,Q6PUV4,CPLX2,Complexin-2,3,9,11,23,bin_5,53,50,CPLX2,1,0.21
KLF15_HUMAN,Q9UIH9,KLF15,Krueppel-like factor 15,7,11,5,23,bin_5,427,11,KLF15,1,0.96
STK25_HUMAN,O00506,STK25,Serine/threonine-protein kinase 25,6,13,4,23,bin_5,94,23536,STK25,1,0.71
LACRT_HUMAN,Q9GZZ8,LACRT,Extracellular glycoprotein lacritin,3,17,3,23,bin_5,36,9,LACR1,0,3.08
FZD6_HUMAN,O60353,FZD6,Frizzled-6,4,13,6,23,bin_5,274,65,FZD6,1,2.5
CRFR1_HUMAN,P34998,CRHR1,Corticotropin-releasing factor receptor 1 ,3,16,4,23,bin_5,992,1623,CRHR1,1,1.04
VATF_HUMAN,Q16864,ATP6V1F,V-type proton ATPase subunit F,3,7,13,23,bin_5,14,50,ATP6V1F,1,0.89
STX5_HUMAN,Q13190,STX5,Syntaxin-5,3,11,9,23,bin_5,35,3043,STS1,0,2.4
KIF1B_HUMAN,Q9P280,KIF1B,Kinesin-like protein KIF1B ,5,9,9,23,bin_5,201,9,KIF1B,1,1.86
STX8_HUMAN,Q9UNK0,STX8,Syntaxin-8,5,6,12,23,bin_5,32,3021,STX8,1,1.69
SURF4_HUMAN,O15260,SURF4,Surfeit locus protein 4 ,2,8,13,23,bin_5,85,27,SRL,0,1.58
L2GL1_HUMAN,Q15334,LLGL1,Lethal(2) giant larvae protein homolog 1,4,9,10,23,bin_5,76,12,LGG1,0,2.32
KMT2E_HUMAN,Q86WG0,KMT2E,Inactive histone-lysine N-methyltransferase 2E ,4,7,12,23,bin_5,84,1,KMT2E,1,0.29
KI18B_HUMAN,SVSHGRSRIA,KIF18B,Kinesin-like protein KIF18B,6,6,11,23,bin_5,83,2,KIF18B,1,0.58
SYK_HUMAN,Q15046,KARS1,Lysine--tRNA ligase,7,9,7,23,bin_5,14,557,LARS,0,0.86
FUZZY_HUMAN,Q9BT04,FUZ,Protein fuzzy homolog,0,19,4,23,bin_5,77,40,FUZ,1,0.25
SSH1_HUMAN,Q8WYL5,SSH1,Protein phosphatase Slingshot homolog 1 ,4,11,8,23,bin_5,171,16,SSH1,1,0.52
STOM_HUMAN,P27105,STOM,Stomatin ,4,4,15,23,bin_5,296,385,STOM,1,1.86
KIF11_HUMAN,P52732,KIF11,Kinesin-like protein KIF11,5,9,9,23,bin_5,889,22,KIF11,1,1.78
SPTA1_HUMAN,P02549,SPTA1,"Spectrin alpha chain, erythrocytic 1",3,9,11,23,bin_5,180,88,SPTA1,1,2.92
KLK6_HUMAN,Q92876,KLK6,Kallikrein-6,1,11,11,23,bin_5,324,138,KLK6,1,0.47
SHGCIHHNSV,Q14145,KEAP1,Kelch-like ECH-associated protein 1 ,4,10,9,23,bin_5,6647,4531,KEAP1,1,1.86
GDIA_HUMAN,P31150,GDI1,Rab GDP dissociation inhibitor alpha,4,9,10,23,bin_5,110,57,RABGAP1,0,1.6
GATA5_HUMAN,Q9BWX5,GATA5,Transcription factor GATA-5,6,14,3,23,bin_5,309,197,GATA5,1,0.44
T2FA_HUMAN,P35269,GTF2F1,General transcription factor IIF subunit 1,9,9,5,23,bin_5,10,19,GTF2I,0,1.27
IF140_HUMAN,Q96RY7,IFT140,Intraflagellar transport protein 140 homolog ,0,14,9,23,bin_5,116,6,IFT140,1,0.67
TRI38_HUMAN,O00635,TRIM38,E3 ubiquitin-protein ligase TRIM38 ,5,15,3,23,bin_5,44,24,TRIM38,1,0.45
TRI68_HUMAN,Q9NW18,TRIM68,E3 ubiquitin-protein ligase TRIM68,8,8,7,23,bin_5,17,11,TRIM68,1,2.4
TRPA1_HUMAN,O75762,TRPA1,Transient receptor potential cation channel subfamily A member 1 ,5,17,1,23,bin_5,3280,2065,TRPA1,1,2.47
TSLP_HUMAN,Q969D9,TSLP,Thymic stromal lymphopoietin,2,19,2,23,bin_5,2424,2349,TSLP,1,0.61
TSP4_HUMAN,PNQSDVDNDL,THBS4,Thrombospondin-4,4,12,7,23,bin_5,171,228,THBS4,1,0.65
CNGA3_HUMAN,Q16281,CNGA3,Cyclic nucleotide-gated channel alpha-3,9,7,7,23,bin_5,311,17,CNGB3,0,0.31
UTRN_HUMAN,P46939,UTRN,Utrophin ,5,5,13,23,bin_5,357,1122,UTRN,1,0.52
HXA10_HUMAN,P31260,HOXA10,Homeobox protein Hox-A10,5,13,5,23,bin_5,940,162,HOXA10,1,1.16
TXNIP_HUMAN,Q9H3M7,TXNIP,Thioredoxin-interacting protein,2,19,2,23,bin_5,1989,1214,TXNIP,1,1.85
GPSM2_HUMAN,P81274,GPSM2,G-protein-signaling modulator 2,6,8,9,23,bin_5,136,468,GNSR,0,2.51
HNF1A_HUMAN,Q99861,HNF1A,Hepatocyte nuclear factor 1-alpha,9,10,4,23,bin_5,2141,2094,HNF1A,1,1.22
HMBX1_HUMAN,Q6NT76,HMBOX1,Homeobox-containing protein 1 ,6,7,10,23,bin_5,63,366,HOXB1,0,0.3
HLTF_HUMAN,Q14527,HLTF,Helicase-like transcription factor,10,6,7,23,bin_5,213,113,ESRRA,0,0.5
GRIA2_HUMAN,P42262,GRIA2,Glutamate receptor 2 ,5,5,13,23,bin_5,220,43500,Glra2,0,2.55
UBP16_HUMAN,Q8NEL3,USP16,Ubiquitin carboxyl-terminal hydrolase 16 ,8,12,3,23,bin_5,81,409,UTP20,0,2.6
HDGF_HUMAN,P51858,HDGF,Hepatoma-derived growth factor,10,6,7,23,bin_5,343,315,HDGF,1,3.28
UN13A_HUMAN,Q9UPW8,UNC13A,Protein unc-13 homolog A ,5,10,8,23,bin_5,217,26,UNC13A,1,2.79
GTR3_HUMAN,P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3 ",5,8,10,23,bin_5,814,69,SLC2A3,1,2.3
UNC5C_HUMAN,O95185,UNC5C,Netrin receptor UNC5C,4,11,8,23,bin_5,166,108,UNC5C,1,3.66
TRAF5_HUMAN,O00463,TRAF5,TNF receptor-associated factor 5,5,13,5,23,bin_5,278,158,TRAF5,1,1.8
IFT80_HUMAN,Q9P2H3,IFT80,Intraflagellar transport protein 80 homolog,0,16,7,23,bin_5,61,2,IFT80,1,0.46
IKZF3_HUMAN,Q69BM3,IKZF3,Zinc finger protein Aiolos,10,9,4,23,bin_5,358,54,IKZF3,1,3.34
TFE3_HUMAN,P19532,TFE3,Transcription factor E3 ,7,10,6,23,bin_5,1399,7982,E3F1,0,0.6
LQSQLPEGVP,Q15750,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,5,11,7,23,bin_5,390,28,TAB1,1,3.03
GBA2_HUMAN,Q9HCG7,GBA2,Non-lysosomal glucosylceramidase ,5,12,6,23,bin_5,150,31,GBA,0,0.84
TBB4B_HUMAN,P68371,TUBB4B,Tubulin beta-4B chain,7,3,13,23,bin_5,67,8,TUBB4B,1,1.15
TBL1R_HUMAN,Q9BZK7,TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1,4,14,5,23,bin_5,220,0,TBL1XR1,1,3.4
JUND_HUMAN,P17535,JUND,Transcription factor JunD ,7,9,7,23,bin_5,1405,1083,JUN,0,3.02
JIP1_HUMAN,Q9UQF2,MAPK8IP1,C-Jun-amino-terminal kinase-interacting protein 1,4,8,11,23,bin_5,168,9,JIP1,0,5.74
ITPR2_HUMAN,Q14571,ITPR2,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2 ",7,6,10,23,bin_5,164,0,ITPR2,1,1.95
CPEB1_HUMAN,Q9BZB8,CPEB1,Cytoplasmic polyadenylation element-binding protein 1,6,6,11,23,bin_5,289,182,CPEB1,1,1.76
ITF2_HUMAN,H3BPQ1,TCF4,Transcription factor 4,11,7,5,23,bin_5,2324,4426,TCF4,1,0.52
IL21_HUMAN,Q9HBE4,IL21,Interleukin-21 ,3,18,2,23,bin_5,4325,2256,IL21,1,0.42
GBX2_HUMAN,P52951,GBX2,Homeobox protein GBX-2,7,14,2,23,bin_5,260,9,GBX2,1,3.34
FUT10_HUMAN,Q6P4F1,FUT10,"Alpha-(1,3)-fucosyltransferase 10",2,15,6,23,bin_5,12,65,FUT10,1,1.76
CP131_HUMAN,Q9UPN4,CEP131,Centrosomal protein of 131 kDa,2,10,11,23,bin_5,47,0,CENP1,0,0.94
GEMI5_HUMAN,Q8TEQ6,GEMIN5,Gem-associated protein 5,8,5,10,23,bin_5,83,4,GEMIN5,1,1.7
GFRA1_HUMAN,P56159,GFRA1,GDNF family receptor alpha-1,5,8,10,23,bin_5,558,1591,GFRAL,0,1.17
ING5_HUMAN,Q8WYH8,ING5,Inhibitor of growth protein 5,3,16,4,23,bin_5,120,84483,ING5,1,1.49
TOP2B_HUMAN,Q02880,TOP2B,DNA topoisomerase 2-beta,6,12,5,23,bin_5,207,20,TOP2B,1,3.43
CSPG4_HUMAN,Q6UVK1,CSPG4,Chondroitin sulfate proteoglycan 4,2,9,12,23,bin_5,341,983,CSRP2,0,3.33
MB12A_HUMAN,Q96EY5,MVB12A,Multivesicular body subunit 12A,3,11,9,23,bin_5,11,0,MVB12A,1,1.88
CSPG5_HUMAN,O95196,CSPG5,Chondroitin sulfate proteoglycan 5,1,8,14,23,bin_5,46,5957,BGN,0,0.23
NSUN2_HUMAN,Q08J23,NSUN2,RNA cytosine C(5)-methyltransferase NSUN2 ,4,11,8,23,bin_5,221,0,NSUN2,1,0.42
ERCC5_HUMAN,P28715,ERCC5,DNA excision repair protein ERCC-5 ,11,7,5,23,bin_5,300,355,ERCC5,1,2.52
PARPT_HUMAN,Q7Z3E1,TIPARP,Protein mono-ADP-ribosyltransferase TIPARP ,6,16,1,23,bin_5,105,36,TIPARP,1,0.55
PAR6A_HUMAN,Q9NPB6,PARD6A,Partitioning defective 6 homolog alpha,2,10,11,23,bin_5,119,5,PDCD6IP,0,3.17
ZNT2_HUMAN,Q9BRI3,SLC30A2,Proton-coupled zinc antiporter SLC30A2 ,4,9,10,23,bin_5,81,3,SLC30A2,1,0.98
RHG44_HUMAN,Q17R89,ARHGAP44,Rho GTPase-activating protein 44 ,3,12,8,23,bin_5,22,16,ARHGAP44,1,1.94
ESCO2_HUMAN,Q56NI9,ESCO2,N-acetyltransferase ESCO2 ,5,8,10,23,bin_5,146,13,ESCO2,1,0.97
RHOC_HUMAN,P08134,RHOC,Rho-related GTP-binding protein RhoC,3,13,7,23,bin_5,1067,7,RHOc,0,0.83
PAQR1_HUMAN,Q96A54,ADIPOR1,Adiponectin receptor protein 1 ,6,15,2,23,bin_5,1306,4062,ADIPOR1,1,0.95
DQB1_HUMAN,Q9MYH2,HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain",3,8,12,23,bin_5,3844,2017,HLA-DQB1,1,7.48
RIMS2_HUMAN,Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,3,15,5,23,bin_5,65,549,RIMS2,1,1.57
EXOS7_HUMAN,Q15024,EXOSC7,Exosome complex component RRP42,3,12,8,23,bin_5,7,1,EXOSC3,0,1.74
ORAI1_HUMAN,Q96D31,ORAI1,Calcium release-activated calcium channel protein 1,4,13,6,23,bin_5,2168,1805,ORAI1,1,3.67
DPB1_HUMAN,Q9XS11,HLA-DPB1,"HLA class II histocompatibility antigen, DP beta 1 chain",2,9,12,23,bin_5,1275,510,DPB1,0,0.58
RMP_HUMAN,O94763,URI1,Unconventional prefoldin RPB5 interactor 1,6,9,8,23,bin_5,70,16,PFDN5,0,5.27
MFNNACTYNE,Q9H2T5,PBRM1,Protein polybromo-1,2,13,8,23,bin_5,630,67,P53BP1,0,0.74
MQRLCDKYNR,Q8TEK3,DOT1L,"Histone-lysine N-methyltransferase, H3 lysine-79 specific ",8,10,5,23,bin_5,639,46,KMT2D,0,0.83
NRX2A_HUMAN,Q9P2S2,NRXN2,Neurexin-2,5,13,5,23,bin_5,78,30,NRXN2,1,2.15
RN213_HUMAN,Q8IZX2,RNF213,E3 ubiquitin-protein ligase RNF213 ,5,13,5,23,bin_5,447,296,RNF213,1,0.68
FABPL_HUMAN,P07148,FABP1,"Fatty acid-binding protein, liver",8,8,7,23,bin_5,969,6800,LBP,0,6.4
DNJC5_HUMAN,Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5 ,1,7,15,23,bin_5,66,13,DNAJC5,1,0.83
RNF31_HUMAN,Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31,9,10,4,23,bin_5,135,113,RNF31,1,4.29
NLGNY_HUMAN,Q8NFZ3,NLGN4Y,"Neuroligin-4, Y-linked",4,10,9,23,bin_5,27,3,NLGN4Y,1,3.01
RPE65_HUMAN,Q16518,RPE65,Retinoid isomerohydrolase ,9,9,5,23,bin_5,1126,656,RILP,0,1.35
DMAP1_HUMAN,Q9NPF5,DMAP1,DNA methyltransferase 1-associated protein 1,3,12,8,23,bin_5,160,28,DMAP1,1,2.42
RRAGD_HUMAN,Q9NQL2,RRAGD,Ras-related GTP-binding protein D,6,8,9,23,bin_5,50,4930,RHD,0,2.51
RS15_HUMAN,P62841,RPS15,Small ribosomal subunit protein uS19 ,5,9,9,23,bin_5,230,7,RPS25,0,3.97
RS5_HUMAN,P46782,RPS5,"Small ribosomal subunit protein uS7, N-terminally processed",4,6,13,23,bin_5,200,0,RPS25,0,4.58
PAXI_HUMAN,P49023,PXN,Paxillin,5,11,7,23,bin_5,1157,3491,PXN,1,4.27
PDGFD_HUMAN,Q9GZP0,PDGFD,"Platelet-derived growth factor D, receptor-binding form",2,17,4,23,bin_5,376,1,PDGFD,1,3.77
RXRB_HUMAN,P28702,RXRB,Retinoic acid receptor RXR-beta,8,9,6,23,bin_5,100,162,RXRB,1,2.64
PLCE1_HUMAN,Q9H9X8,PLCE1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 ",6,13,4,23,bin_5,251,68,INPP5E,0,1.48
EF2_HUMAN,P13639,EEF2,Elongation factor 2,7,3,13,23,bin_5,1022,1859,EFS,0,1.08
PRGC2_HUMAN,Q8TDE5,PPARGC1B,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,5,13,5,23,bin_5,291,113,PPARGC1B,1,1.99
PRDX6_HUMAN,P30041,PRDX6,Peroxiredoxin-6,8,5,10,23,bin_5,655,777,PRDX6,1,1.77
PTX3_HUMAN,P26022,PTX3,Pentraxin-related protein PTX3 ,4,14,5,23,bin_5,2152,25,PTX3,1,0.56
EAA4_HUMAN,P48664,SLC1A6,Excitatory amino acid transporter 4,6,10,7,23,bin_5,109,110,SLC1A6,1,2.31
PODXL_HUMAN,O00592,PODXL,Podocalyxin,0,9,14,23,bin_5,232,710,PODXL,1,1.76
PYGL_HUMAN,Q96G82,PYGL,"Glycogen phosphorylase, liver form ",11,6,6,23,bin_5,155,292,GYS1,0,0.49
EIF3E_HUMAN,P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E ,3,7,13,23,bin_5,110,85,EIF3E,1,5.91
PLXB1_HUMAN,O43157,PLXNB1,Plexin-B1,5,15,3,23,bin_5,234,222,PLXNB1,1,1.54
RAB5B_HUMAN,P61020,RAB5B,Ras-related protein Rab-5B,5,6,12,23,bin_5,105,4,RAB5B,1,4.29
PLPP1_HUMAN,O14494,PLPP1,Phospholipid phosphatase 1 ,6,11,6,23,bin_5,17,3688,PPM1B,0,2.16
PLPL8_HUMAN,Q9NP80,PNPLA8,Calcium-independent phospholipase A2-gamma ,5,12,6,23,bin_5,29,124,PLA2G6,0,2.88
E2AK1_HUMAN,Q9UHG4,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1 ,5,15,3,23,bin_5,62,274,EIF2AK1,1,2.93
PDLI1_HUMAN,O00151,PDLIM1,PDZ and LIM domain protein 1,5,10,8,23,bin_5,85,0,PDLIM1,1,1.16
PKP4_HUMAN,Q99569,PKP4,Plakophilin-4,1,6,16,23,bin_5,55,18,PKP4,1,1.0
GTPB4_HUMAN,Q9BZE4,GTPBP4,GTP-binding protein 4,4,11,8,23,bin_5,31,28245,GTPBP4,1,0.51
EMX1_HUMAN,Q04741,EMX1,Homeobox protein EMX1 ,3,15,5,23,bin_5,288,115,EMX1,1,0.2
TIRSPVQIRN,Q9Y2J1,VPS13A,Intermembrane lipid transfer protein VPS13A ,0,12,11,23,bin_5,224,2,VPS13A,1,3.2
RASA1_HUMAN,P20936,RASA1,Ras GTPase-activating protein 1,6,13,4,23,bin_5,339,2602,RASAL1,0,1.25
PITM1_HUMAN,O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,7,6,10,23,bin_5,31,26,PITPNA,0,1.93
EPHA1_HUMAN,P21709,EPHA1,Ephrin type-A receptor 1,6,15,2,23,bin_5,324,1508,EPHA1,1,2.02
DYH5_HUMAN,Q8TE73,DNAH5,Dynein axonemal heavy chain 5,5,10,8,23,bin_5,211,98,DNAH5,1,1.83
PGRP1_HUMAN,O75594,PGLYRP1,Peptidoglycan recognition protein 1,7,10,6,23,bin_5,193,251,PGLYRP1,1,1.11
DUS22_HUMAN,Q9NRW4,DUSP22,Dual specificity protein phosphatase 22 ,5,13,5,23,bin_5,185,239,DUSP22,1,0.68
GGRVFVHCQA,P28562,DUSP1,Dual specificity protein phosphatase 1 ,8,13,2,23,bin_5,1522,517,DUSP1,1,0.45
RCC1_HUMAN,P18754,RCC1,Regulator of chromosome condensation,8,8,7,23,bin_5,581,2656,CCDC8,0,3.08
RECQ4_HUMAN,O94761,RECQL4,ATP-dependent DNA helicase Q4,10,8,5,23,bin_5,367,2355,MCM9,0,2.04
NID1_HUMAN,P14543,NID1,Nidogen-1,8,9,6,23,bin_5,131,922,NID1,1,0.56
FCN2_HUMAN,Q15485,FCN2,Ficolin-2,7,8,8,23,bin_5,127,202,FCN2,1,0.75
VATH_HUMAN,Q9UI12,ATP6V1H,V-type proton ATPase subunit H,2,9,12,23,bin_5,33,97,ATP6V1H,1,2.87
LX12B_HUMAN,O75342,ALOX12B,"Arachidonate 12-lipoxygenase, 12R-type ",8,12,3,23,bin_5,126,2,ALOX12B,1,2.2
MD1L1_HUMAN,Q9Y6D9,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,2,9,12,23,bin_5,321,188,MAD1L1,1,0.35
DAAF1_HUMAN,Q8NEP3,DNAAF1,Dynein axonemal assembly factor 1,1,15,7,23,bin_5,29,32,DNAAF1,1,0.8
SIAH1_HUMAN,Q8IUQ4,SIAH1,E3 ubiquitin-protein ligase SIAH1,5,14,4,23,bin_5,343,245,SIAH1,1,0.51
MCM8_HUMAN,Q9UJA3,MCM8,DNA helicase MCM8,9,9,5,23,bin_5,128,90,MCM8,1,1.89
MBD1_HUMAN,CSTCLLQLPH,MBD1,Methyl-CpG-binding domain protein 1 ,6,11,6,23,bin_5,341,489,MCBP1,0,2.19
PSDE_HUMAN,O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,6,8,9,23,bin_5,130,27,PSMD4,0,2.04
MAP4_HUMAN,P27816,MAP4,Microtubule-associated protein 4,4,9,10,23,bin_5,67011,66816,MAP4,1,0.82
MAOX_HUMAN,P48163,ME1,NADP-dependent malic enzyme ,10,10,3,23,bin_5,679,288,ME1,1,1.83
SKAP1_HUMAN,Q86WV1,SKAP1,Src kinase-associated phosphoprotein 1,4,11,8,23,bin_5,84,66,SAP1,0,1.22
MA2A1_HUMAN,Q16706,MAN2A1,Alpha-mannosidase 2,6,12,5,23,bin_5,37,1854,MAN2A1,1,2.37
M4K4_HUMAN,O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,6,15,2,23,bin_5,298,41318,MAP4K4,1,0.83
SMC2_HUMAN,O95347,SMC2,Structural maintenance of chromosomes protein 2,4,8,11,23,bin_5,204,1219,SMC2,1,3.68
FOXE1_HUMAN,O00358,FOXE1,Forkhead box protein E1,5,16,2,23,bin_5,316,107,FOXE1,1,6.23
CXB6_HUMAN,O95452,GJB6,Gap junction beta-6 protein,5,15,3,23,bin_5,632,560,GJB6,1,3.9
SGPL1_HUMAN,O95470,SGPL1,Sphingosine-1-phosphate lyase 1 ,2,19,2,23,bin_5,153,286,SPLL,0,2.44
LRC8A_HUMAN,Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A ,3,14,6,23,bin_5,221,69,LRRC8A,1,3.88
SMCR8_HUMAN,Q8TEV9,SMCR8,Guanine nucleotide exchange protein SMCR8 ,4,11,8,23,bin_5,48,40,SMCR8,1,2.13
SMRD2_HUMAN,Q92925,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,2,11,10,23,bin_5,33,14,SMARCD2,1,3.69
SMUF2_HUMAN,Q9HAU4,SMURF2,E3 ubiquitin-protein ligase SMURF2,4,11,8,23,bin_5,436,319,SMURF2,1,0.54
FOXK2_HUMAN,Q01167,FOXK2,Forkhead box protein K2 ,8,10,5,23,bin_5,93,25,FOXL2,0,1.28
SNX17_HUMAN,Q15036,SNX17,Sorting nexin-17,3,11,9,23,bin_5,73,35,SNX17,1,1.78
FOXM1_HUMAN,Q08050,FOXM1,Forkhead box protein M1,5,15,3,23,bin_5,2482,1640,FOXM1,1,3.42
LKHA4_HUMAN,P09960,LTA4H,Leukotriene A-4 hydrolase,8,8,7,23,bin_5,295,575,LTA4H,1,0.38
