ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_gene_symbol,match_result,processing_time
SNAT_HUMAN,Q16613,AANAT,Serotonin N-acetyltransferase,3,15,3,21,bin_5,635,1107,HNMT,0,0.29
EEA1_HUMAN,Q15075,EEA1,Early endosome antigen 1,5,6,10,21,bin_5,786,480,EEA1,1,0.62
CELR1_HUMAN,GYVCECGPSH,CELSR1,Cadherin EGF LAG seven-pass G-type receptor 1,2,16,3,21,bin_5,203,23,EDARADD,0,0.21
SHRPN_HUMAN,Q9H0F6,SHARPIN,Sharpin ,7,10,4,21,bin_5,277,277,SHARPIN,1,1.39
CYFP2_HUMAN,Q96F07,CYFIP2,Cytoplasmic FMR1-interacting protein 2,1,11,9,21,bin_5,125,40,CYFIP2,1,0.3
SH3G2_HUMAN,Q99962,SH3GL2,Endophilin-A1,2,10,9,21,bin_5,143,73,SH3GL1,0,0.34
SH2B2_HUMAN,O14492,SH2B2,SH2B adapter protein 2,4,11,6,21,bin_5,61,69,SH2B2,1,0.24
TMIG1_HUMAN,Q6UXZ0,TMIGD1,Transmembrane and immunoglobulin domain-containing protein 1,2,13,6,21,bin_5,24,133,TRIM1,0,0.41
ENPP2_HUMAN,Q9UCR2,ENPP2,Autotaxin ,9,10,2,21,bin_5,239,1088,ENPP2,1,0.66
ENTP1_HUMAN,Q9UQQ9,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1 ,13,4,4,21,bin_5,395,936,NTPD1,0,1.2
TNF14_HUMAN,O43557,TNFSF14,"Tumor necrosis factor ligand superfamily member 14, soluble form",5,13,3,21,bin_5,503,5,TNFSF14,1,0.33
SEM6A_HUMAN,LTFEQDIERG,SEMA6A,Semaphorin-6A,2,16,3,21,bin_5,140,47,SEMA6A,1,0.42
TNFB_HUMAN,P01374,LTA,Lymphotoxin-alpha,3,16,2,21,bin_5,4608,3927,LTA,1,0.26
ERR1_HUMAN,P11474,ESRRA,Steroid hormone receptor ERR1,10,4,7,21,bin_5,129,4,ESR1,0,0.29
TNIP2_HUMAN,Q8NFZ5,TNIP2,TNFAIP3-interacting protein 2,4,15,2,21,bin_5,99,27,TNIP2,1,0.33
SCNAA_HUMAN,Q9Y5Y9,SCN10A,Sodium channel protein type 10 subunit alpha,3,11,7,21,bin_5,612,684,SCN10A,1,0.3
ETS2_HUMAN,P15036,ETS2,Protein C-ets-2,9,7,5,21,bin_5,866,402,ETS2,1,0.34
EXOC8_HUMAN,Q8IYI6,EXOC8,Exocyst complex component 8,2,11,8,21,bin_5,30,56,SEC8,0,0.67
CDN2D_HUMAN,P55273,CDKN2D,Cyclin-dependent kinase 4 inhibitor D,2,14,5,21,bin_5,203,775,CDKN2D,1,0.96
SOCS5_HUMAN,O75159,SOCS5,Suppressor of cytokine signaling 5,3,16,2,21,bin_5,204,2922,SOCS5,1,1.88
E2F3_HUMAN,O00716,E2F3,Transcription factor E2F3,9,8,4,21,bin_5,814,552,E2F3,1,0.68
ANPRC_HUMAN,P17342,NPR3,Atrial natriuretic peptide receptor 3,7,11,3,21,bin_5,257,2442,NPR3,1,0.31
TA2R_HUMAN,P21731,TBXA2R,Thromboxane A2 receptor,2,16,3,21,bin_5,103,4041,TBXAS1,0,1.02
STMN2_HUMAN,Q93045,STMN2,Stathmin-2,2,9,10,21,bin_5,226,52,STMN2,1,0.36
STRN3_HUMAN,Q13033,STRN3,Striatin-3,6,6,9,21,bin_5,65,10,STRIP3,0,0.79
AGRF5_HUMAN,Q8IZF2,ADGRF5,Adhesion G protein-coupled receptor F5 ,1,15,5,21,bin_5,46,7,ADGRF5,1,0.82
SUV92_HUMAN,Q9H5I1,SUV39H2,Histone-lysine N-methyltransferase SUV39H2,7,10,4,21,bin_5,148,82,KMT1A,0,0.39
DHX33_HUMAN,Q9H6R0,DHX33,ATP-dependent RNA helicase DHX33 ,10,6,5,21,bin_5,40,0,DHX33,1,0.3
DDB2_HUMAN,Q92466,DDB2,DNA damage-binding protein 2,3,11,7,21,bin_5,502,80,GADD45B,0,0.74
E2F2_HUMAN,Q14209,E2F2,Transcription factor E2F2,9,8,4,21,bin_5,674,448,E2F2,1,2.27
TANK_HUMAN,Q92844,TANK,TRAF family member-associated NF-kappa-B activator,5,12,4,21,bin_5,47754,25,TICAM1,0,1.42
AF9_HUMAN,P42568,MLLT3,Protein AF-9 ,6,9,6,21,bin_5,262,24,AF9,0,0.23
TBX6_HUMAN,O95947,TBX6,T-box transcription factor TBX6,5,14,2,21,bin_5,238,163,TBX6,1,3.31
TBXT_HUMAN,O15178,TBXT,T-box transcription factor T ,5,13,3,21,bin_5,145,5778,TBXT,1,0.36
DDX4_HUMAN,Q9NQI0,DDX4,Probable ATP-dependent RNA helicase DDX4,5,10,6,21,bin_5,480,1,DDX4,1,1.38
ADT1_HUMAN,P12235,SLC25A4,ADP/ATP translocase 1 ,4,11,6,21,bin_5,119,722,SLC25A1,0,0.89
STIM1_HUMAN,Q13586,STIM1,Stromal interaction molecule 1,5,9,7,21,bin_5,2345,1749,STIM1,1,0.38
DNLI3_HUMAN,P49916,LIG3,DNA ligase 3,5,12,4,21,bin_5,240,6694,LIG3,1,0.64
STC2_HUMAN,O76061,STC2,Stanniocalcin-2,4,12,5,21,bin_5,400,201,STC2,1,0.48
SSNA1_HUMAN,O43805,SSNA1,Microtubule nucleation factor SSNA1 ,2,8,11,21,bin_5,11,1,SSNA1,1,1.37
DPOE1_HUMAN,Q07864,POLE,DNA polymerase epsilon catalytic subunit A,7,10,4,21,bin_5,51945,773,POLE,1,0.44
TFR2_HUMAN,Q9UP52,TFR2,Transferrin receptor protein 2,2,14,5,21,bin_5,553,6572,TFRC,0,0.6
DQA1_HUMAN,Q6ICU6,HLA-DQA1,"HLA class II histocompatibility antigen, DQ alpha 1 chain",3,6,12,21,bin_5,2085,1062,HLA-DQA1,1,1.17
SRP54_HUMAN,P61011,SRP54,Signal recognition particle subunit SRP54,8,7,6,21,bin_5,292,91,SRP54,1,2.71
AKAP4_HUMAN,Q5JQC9,AKAP4,A-kinase anchor protein 4,1,8,12,21,bin_5,146,504,AKAP4,1,0.37
SPRE1_HUMAN,Q7Z699,SPRED1,"Sprouty-related, EVH1 domain-containing protein 1",4,13,4,21,bin_5,297,54,SPRED1,1,0.28
DTX1_HUMAN,Q86Y01,DTX1,E3 ubiquitin-protein ligase DTX1,6,11,4,21,bin_5,437,60,DTX1,1,0.9
AKP13_HUMAN,Q12802,AKAP13,A-kinase anchor protein 13,6,11,4,21,bin_5,140,137,AKAP13,1,0.93
TIA1_HUMAN,P31483,TIA1,Cytotoxic granule associated RNA binding protein TIA1 ,4,10,7,21,bin_5,1214,52,TIA1,1,0.22
SP30L_HUMAN,Q9HAJ7,SAP30L,Histone deacetylase complex subunit SAP30L,9,6,6,21,bin_5,21,3,SAP30L,1,0.23
AL3A2_HUMAN,P51648,ALDH3A2,Aldehyde dehydrogenase family 3 member A2,7,8,6,21,bin_5,138,22,ALDH3A2,1,0.45
DYRK2_HUMAN,Q92630,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2,7,7,7,21,bin_5,198,861,DYRK2,1,0.84
SART3_HUMAN,Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3 ,6,9,6,21,bin_5,117,21,SART3,1,0.19
SAR1A_HUMAN,Q9NR31,SAR1A,Small COPII coat GTPase SAR1A ,4,11,6,21,bin_5,110,10,SAR1A,1,0.87
PUR2_HUMAN,P22102,GART,Phosphoribosylglycinamide formyltransferase ,5,14,2,21,bin_5,371,283,PGM1,0,0.38
RHOD_HUMAN,O00212,RHOD,Rho-related GTP-binding protein RhoD ,4,11,6,21,bin_5,922,2,RHOHD,0,0.62
FOXG1_HUMAN,P55316,FOXG1,Forkhead box protein G1,3,15,3,21,bin_5,638,572,FOXG1,1,0.32
RGMC_HUMAN,Q6ZVN8,HJV,Hemojuvelin ,4,10,7,21,bin_5,512,396,HJV,1,0.23
FLVC1_HUMAN,Q9Y5Y0,FLVCR1,Heme transporter FLVCR1 ,2,15,4,21,bin_5,134,59,FLVCR1,1,1.14
CD3G_HUMAN,P09693,CD3G,T-cell surface glycoprotein CD3 gamma chain,4,11,6,21,bin_5,120,1176,CD3G,1,0.25
CD3Z_HUMAN,P20963,CD247,T-cell surface glycoprotein CD3 zeta chain,5,9,7,21,bin_5,192,917,CD3Z,0,0.87
CD59_HUMAN,P13987,CD59,CD59 glycoprotein,1,5,15,21,bin_5,2732,1935,CD59,1,0.41
APTX_HUMAN,Q6JV82,APTX,Aprataxin,13,3,5,21,bin_5,182,158,APAF1,0,0.85
FCGR1_HUMAN,P12314,FCGR1A,High affinity immunoglobulin gamma Fc receptor I,3,14,4,21,bin_5,262,1515,FCGR1,0,0.37
CD80_HUMAN,P33681,CD80,T-lymphocyte activation antigen CD80,3,14,4,21,bin_5,11905,4473,CD80,1,1.05
RIR2B_HUMAN,Q9NTD8,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,3,14,4,21,bin_5,239,20,RRM2B,1,4.57
FEZF2_HUMAN,Q8TBJ5,FEZF2,Fez family zinc finger protein 2,5,15,1,21,bin_5,152,13,FEZF2,1,0.35
CDC37_HUMAN,Q16543,CDC37,"Hsp90 co-chaperone Cdc37, N-terminally processed",8,8,5,21,bin_5,527,1,CDC37,1,0.48
CDC5L_HUMAN,Q99459,CDC5L,Cell division cycle 5-like protein,7,5,9,21,bin_5,109,49,CDC5L,1,0.52
FCN3_HUMAN,O75636,FCN3,Ficolin-3,5,9,7,21,bin_5,197,186,FCN3,1,0.63
FOXK1_HUMAN,P85037,FOXK1,Forkhead box protein K1 ,7,10,4,21,bin_5,186,77,FOXK1,1,0.38
FPR1_HUMAN,P21462,FPR1,fMet-Leu-Phe receptor,6,9,6,21,bin_5,628,2752,F2R,0,0.55
RBM8A_HUMAN,Q9Y5S9,RBM8A,RNA-binding protein 8A,2,8,11,21,bin_5,158,516,RBM8A,1,1.54
FSHB_HUMAN,P01225,FSHB,Follitropin subunit beta,1,16,4,21,bin_5,496,2543,FSHB,1,0.57
RBBP6_HUMAN,Q9H3I8,RBBP6,E3 ubiquitin-protein ligase RBBP6,5,9,7,21,bin_5,97,44,RBBP6,1,0.65
TT21B_HUMAN,Q7Z4L5,TTC21B,Tetratricopeptide repeat protein 21B ,1,15,5,21,bin_5,73,4,TRERF1,0,1.38
FUS_HUMAN,P35637,FUS,RNA-binding protein FUS,9,8,4,21,bin_5,5563,1868,FUS,1,0.83
FUT1_HUMAN,P19526,FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1 ",3,13,5,21,bin_5,339,187,FUT1,1,0.53
TTK_HUMAN,P33981,TTK,Dual specificity protein kinase TTK,7,9,5,21,bin_5,2250,40,TTK,1,0.27
RAMP1_HUMAN,O60894,RAMP1,Receptor activity-modifying protein 1,4,13,4,21,bin_5,555,420,RAMP1,1,0.24
RAB9A_HUMAN,P51151,RAB9A,Ras-related protein Rab-9A,3,6,12,21,bin_5,111,1,RAB9A,1,0.23
R51A1_HUMAN,Q96B01,RAD51AP1,RAD51-associated protein 1 ,6,10,5,21,bin_5,113,35,RAD51AP1,1,0.58
GALR2_HUMAN,O43603,GALR2,Galanin receptor type 2,3,15,3,21,bin_5,375,372,GALR2,1,0.68
ACHA2_HUMAN,Q15822,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,4,8,9,21,bin_5,120,109,CHRNA2,1,0.29
ACH10_HUMAN,Q9GZZ6,CHRNA10,Neuronal acetylcholine receptor subunit alpha-10,4,8,9,21,bin_5,84,5,CHRNA10,1,0.27
PUR9_HUMAN,P31939,ATIC,"Bifunctional purine biosynthesis protein ATIC, N-terminally processed",4,13,4,21,bin_5,404,0,ATIC,1,0.26
TRIM1_HUMAN,Q9UJV3,MID2,Probable E3 ubiquitin-protein ligase MID2,8,10,3,21,bin_5,135,0,MID2,1,0.32
FCG3A_HUMAN,P08637,FCGR3A,Low affinity immunoglobulin gamma Fc region receptor III-A ,4,12,5,21,bin_5,815,5,FCGR3A,1,1.48
SAP3_HUMAN,P17900,GM2A,Ganglioside GM2 activator isoform short,4,8,9,21,bin_5,149,0,GM2A,1,0.41
TPX2_HUMAN,Q9ULW0,TPX2,Targeting protein for Xklp2,3,8,10,21,bin_5,750,79,KIF2C,0,0.35
FA2H_HUMAN,Q7L5A8,FA2H,Fatty acid 2-hydroxylase ,3,15,3,21,bin_5,169,104,FA2H,1,0.63
TRBM_HUMAN,P07204,THBD,Thrombomodulin,3,11,7,21,bin_5,714,5680,THBD,1,1.1
AP3S1_HUMAN,Q92572,AP3S1,AP-3 complex subunit sigma-1,0,12,9,21,bin_5,18,2,AP3S1,1,0.8
ACRO_HUMAN,P10323,ACR,Acrosin heavy chain,9,7,5,21,bin_5,16581,25,ACR,1,0.77
RUFY3_HUMAN,Q7L099,RUFY3,Protein RUFY3 ,0,9,12,21,bin_5,36,34,RUFY3,1,0.63
TR11B_HUMAN,O00300,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,3,13,5,21,bin_5,2698,8380,TNFRSF11B,1,0.5
S10A6_HUMAN,P06703,S100A6,Protein S100-A6,7,3,11,21,bin_5,667,22,S100A6,1,0.67
RN126_HUMAN,Q9BV68,RNF126,E3 ubiquitin-protein ligase RNF126 ,3,14,4,21,bin_5,55,43,RNF126,1,0.23
AOC1_HUMAN,P19801,AOC1,Diamine oxidase [copper-containing] ,11,3,7,21,bin_5,85,4878,DIOX,0,1.6
ANXA5_HUMAN,P08758,ANXA5,Annexin A5,5,5,11,21,bin_5,455,5441,ANXA5,1,1.0
ACSM1_HUMAN,Q08AH1,ACSM1,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",10,8,3,21,bin_5,36,7,ACSM1,1,0.32
CUL1_HUMAN,Q13616,CUL1,Cullin-1,3,10,8,21,bin_5,956,601,CUL1,1,0.34
S22A4_HUMAN,Q9H015,SLC22A4,Solute carrier family 22 member 4 ,9,7,5,21,bin_5,364,519,SLC22A4,1,0.47
SAHH2_HUMAN,O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1 ,3,12,6,21,bin_5,40,9,AHCYL1,1,0.73
CTR9_HUMAN,Q6PD62,CTR9,RNA polymerase-associated protein CTR9 homolog,2,15,4,21,bin_5,100,0,CTR9,1,0.69
RRP1B_HUMAN,Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,2,10,9,21,bin_5,24,33,RRP1B,1,0.24
FA83D_HUMAN,Q9H4H8,FAM83D,Protein FAM83D ,3,11,7,21,bin_5,66,51,FAM83D,1,0.61
AP4M1_HUMAN,O00189,AP4M1,AP-4 complex subunit mu-1 ,2,10,9,21,bin_5,49,2,AP4M1,1,0.53
RPGP1_HUMAN,P47736,RAP1GAP,Rap1 GTPase-activating protein 1,4,9,8,21,bin_5,191,178,RAP1GAP1,0,0.94
FACD2_HUMAN,Q9BXW9,FANCD2,Fanconi anemia group D2 protein,1,12,8,21,bin_5,1186,699,FANCD2,1,0.29
RPB1_HUMAN,P24928,POLR2A,DNA-directed RNA polymerase II subunit RPB1 ,12,4,5,21,bin_5,222,303,POLR2A,1,0.56
FADS1_HUMAN,Q96T10,FADS1,Acyl-CoA (8-3)-desaturase ,6,11,4,21,bin_5,645,8,SCD,0,0.5
TRI18_HUMAN,O15344,MID1,E3 ubiquitin-protein ligase Midline-1,8,6,7,21,bin_5,449,26,MLL2,0,0.93
CDK12_HUMAN,Q9NYV4,CDK12,Cyclin-dependent kinase 12,7,8,6,21,bin_5,556,8447,CDK12,1,0.46
RON_HUMAN,Q04912,MST1R,Macrophage-stimulating protein receptor beta chain,4,12,5,21,bin_5,122,36,MST1R,1,0.32
RNF6_HUMAN,Q9Y252,RNF6,E3 ubiquitin-protein ligase RNF6 ,5,10,6,21,bin_5,59,19,RNF6,1,1.99
APEL_HUMAN,Q9ULZ1,APLN,Apelin-13,3,16,2,21,bin_5,951,586,APEL,0,0.39
APNLITVKKY,Q9Y5B0,CTDP1,RNA polymerase II subunit A C-terminal domain phosphatase,5,7,9,21,bin_5,29,101,CCDH1,0,1.58
CTBP2_HUMAN,P56545,CTBP2,C-terminal-binding protein 2,10,8,3,21,bin_5,399,331,CTBP2,1,0.27
RN167_HUMAN,Q9H6Y7,RNF167,E3 ubiquitin-protein ligase RNF167 ,3,11,7,21,bin_5,16,14,RNF167,1,1.73
TCPG_HUMAN,P49368,CCT3,T-complex protein 1 subunit gamma,6,8,7,21,bin_5,117,48,CCT5,0,0.68
INSI1_HUMAN,O15503,INSIG1,Insulin-induced gene 1 protein ,2,16,3,21,bin_5,416,1081,INSIG1,1,1.36
ODFP2_HUMAN,Q1W2J6,ODF2,Outer dense fiber protein 2,2,6,13,21,bin_5,143,212,ODF2,1,0.88
EGLKFLFDSV,O00410,IPO5,Importin-5,5,7,9,21,bin_5,76,27,KNAP,0,1.4
MTHR_HUMAN,P42898,MTHFR,Methylenetetrahydrofolate reductase (NADPH) ,7,13,1,21,bin_5,8682,6241,MTHFR,1,0.69
ZFYV1_HUMAN,Q9HBF4,ZFYVE1,Zinc finger FYVE domain-containing protein 1,5,4,12,21,bin_5,63,19,FYVE1,0,0.35
MBD3_HUMAN,O95983,MBD3,Methyl-CpG-binding domain protein 3,2,12,7,21,bin_5,309,321,MBD3,1,0.68
MTA3_HUMAN,Q9BTC8,MTA3,Metastasis-associated protein MTA3,6,10,5,21,bin_5,131,60,MTA3,1,0.93
ODO1_HUMAN,Q02218,OGDH,2-oxoglutarate dehydrogenase complex component E1 ,4,12,5,21,bin_5,203,102,ODHA,0,0.93
SSLLASICSL,P32245,MC4R,Melanocortin receptor 4,5,13,3,21,bin_5,2428,2030,MC4R,1,2.37
ONCM_HUMAN,P13725,OSM,Oncostatin-M,3,16,2,21,bin_5,3319,2265,IL31,0,1.05
VAV2_HUMAN,Q6Q317,VAV2,Guanine nucleotide exchange factor VAV2,4,14,3,21,bin_5,351,252,VAV2,1,1.19
MSHR_HUMAN,Q9UN59,MC1R,Melanocyte-stimulating hormone receptor,5,14,2,21,bin_5,1944,351,MC1R,1,0.52
CAC1H_HUMAN,O95180,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,5,13,3,21,bin_5,531,7,CACNA1H,1,0.33
XRN1_HUMAN,Q8IZH2,XRN1,5'-3' exoribonuclease 1,5,9,7,21,bin_5,507,183,XRN1,1,2.01
VAX1_HUMAN,Q5SQQ9,VAX1,Ventral anterior homeobox 1,6,13,2,21,bin_5,103,127,VAX1,1,0.26
OAS2_HUMAN,P29728,OAS2,2'-5'-oligoadenylate synthase 2,4,11,6,21,bin_5,312,97,OAS2,1,0.72
MARH7_HUMAN,Q9H992,MARCHF7,E3 ubiquitin-protein ligase MARCHF7,5,12,4,21,bin_5,13,11,MARCHF7,1,0.2
MARE3_HUMAN,Q9UPY8,MAPRE3,Microtubule-associated protein RP/EB family member 3,4,9,8,21,bin_5,77,8,MAPRE3,1,0.81
KCNE5_HUMAN,Q9UJ90,KCNE5,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,3,16,2,21,bin_5,52,1,KCNE5,1,0.19
WWOX_HUMAN,Q9NRF6,WWOX,WW domain-containing oxidoreductase,4,10,7,21,bin_5,647,455,WWOX,1,0.32
HERP1_HUMAN,Q15011,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,2,14,5,21,bin_5,162,4,UBQLN1,0,0.33
MAEA_HUMAN,Q7L5Y9,MAEA,E3 ubiquitin-protein transferase MAEA,3,8,10,21,bin_5,121,6,MAEA,1,0.23
CASC3_HUMAN,O15234,CASC3,Protein CASC3,5,6,10,21,bin_5,55,47,CASC3,1,0.35
WNT5B_HUMAN,Q9H1J7,WNT5B,Protein Wnt-5b,3,11,7,21,bin_5,339,33,WNT5B,1,0.31
CAB39_HUMAN,Q9Y376,CAB39,Calcium-binding protein 39,3,10,8,21,bin_5,101,3925,CALB3,0,0.51
KI13A_HUMAN,Q9H1H9,KIF13A,Kinesin-like protein KIF13A,4,10,7,21,bin_5,76,1,KIF13A,1,0.34
IP6K2_HUMAN,Q9UFU6,IP6K2,Inositol hexakisphosphate kinase 2,8,8,5,21,bin_5,57,79,IP6K2,1,1.74
MUSK_HUMAN,O15146,MUSK,"Muscle, skeletal receptor tyrosine-protein kinase",5,12,4,21,bin_5,4515,2987,MUSK,1,1.59
OPRX_HUMAN,P41146,OPRL1,Nociceptin receptor,3,15,3,21,bin_5,412,1844,OPRL1,1,0.35
KDM5A_HUMAN,P29375,KDM5A,Lysine-specific demethylase 5A,10,7,4,21,bin_5,311,25,KDM5A,1,0.68
MUS81_HUMAN,Q96NY9,MUS81,Crossover junction endonuclease MUS81,5,9,7,21,bin_5,536,46,MUS81,1,1.48
JIP3_HUMAN,Q9UPT6,MAPK8IP3,C-Jun-amino-terminal kinase-interacting protein 3,4,8,9,21,bin_5,118,6,MAPK8IP3,1,0.32
MCM9_HUMAN,Q9NXL9,MCM9,DNA helicase MCM9,10,7,4,21,bin_5,81,56,MCM9,1,0.22
KCND3_HUMAN,Q9UK17,KCND3,A-type voltage-gated potassium channel KCND3 ,4,9,8,21,bin_5,249,26,KCND3,1,0.56
ERDSMLLQQL,Q9P2E2,KIF17,Kinesin-like protein KIF17,4,4,13,21,bin_5,132,1,KIF17,1,0.35
MINP1_HUMAN,Q9UNW1,MINPP1,Multiple inositol polyphosphate phosphatase 1 ,13,5,3,21,bin_5,35,45,INPP1,0,1.36
BAZ2A_HUMAN,Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,6,8,7,21,bin_5,78,8,BRD2,0,0.19
BAZ1B_HUMAN,Q9UIG0,BAZ1B,Tyrosine-protein kinase BAZ1B,6,8,7,21,bin_5,103,8,BAZ1B,1,0.31
KKKQEEEVST,Q9NXN3,MLX,Max-like protein X,10,5,6,21,bin_5,624,37,MX1,0,0.41
VGLU2_HUMAN,Q9P2U8,SLC17A6,Vesicular glutamate transporter 2 ,6,10,5,21,bin_5,642,1144,SLC17A6,1,2.74
CBX4_HUMAN,O00257,CBX4,E3 SUMO-protein ligase CBX4,10,5,6,21,bin_5,186,36,CBX4,1,0.26
CLH2_HUMAN,P53675,CLTCL1,Clathrin heavy chain 2,2,6,13,21,bin_5,53,380,CLTC,0,1.19
VMP1_HUMAN,Q96GC9,VMP1,Vacuole membrane protein 1 ,1,11,9,21,bin_5,186,5969,VMP1,1,0.4
MIS_HUMAN,P03971,AMH,Muellerian-inhibiting factor,4,15,2,21,bin_5,7330,3,AMH,1,0.53
MIXL1_HUMAN,Q9H2W2,MIXL1,Homeobox protein MIXL1,7,12,2,21,bin_5,94,64,MIXL1,1,0.38
MK12_HUMAN,P53778,MAPK12,Mitogen-activated protein kinase 12,5,11,5,21,bin_5,100,164,MAPK12,1,0.46
ZBP1_HUMAN,Q9H171,ZBP1,Z-DNA-binding protein 1 ,6,12,3,21,bin_5,504,203,DNAP2,0,0.57
NOX5_HUMAN,Q9H6E0,NOX5,NADPH oxidase 5,7,10,4,21,bin_5,373,198,NOX5,1,0.23
BAIP3_HUMAN,H3BVI3,BAIAP3,BAI1-associated protein 3 ,4,9,8,21,bin_5,20,12,BAIAP2,0,0.67
ITSN1_HUMAN,Q20BK3,ITSN1,Intersectin-1 ,4,7,10,21,bin_5,148,150,ITSN1,1,0.34
NKX62_HUMAN,Q9C056,NKX6-2,Homeobox protein Nkx-6.2,6,13,2,21,bin_5,111,6,NKX6-2,1,0.35
ZDHC3_HUMAN,Q9NYG2,ZDHHC3,Palmitoyltransferase ZDHHC3 ,5,12,4,21,bin_5,54,16,ZDHHC3,1,0.51
HXB1_HUMAN,P14653,HOXB1,Homeobox protein Hox-B1,7,11,3,21,bin_5,303,4,HOXB1,1,0.33
IRPL1_HUMAN,Q9NZN1,IL1RAPL1,Interleukin-1 receptor accessory protein-like 1,3,11,7,21,bin_5,118,53,IL1RAPL1,1,0.39
KCC2G_HUMAN,Q5SQZ3,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma,7,6,8,21,bin_5,107,67,CAMK2G,1,0.26
HOIL1_HUMAN,Q9BYM8,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1,7,12,2,21,bin_5,155,2,ZNF451,0,0.51
MEGF8_HUMAN,Q7Z7M0,MEGF8,Multiple epidermal growth factor-like domains protein 8,1,17,3,21,bin_5,24,28,EMID2,0,0.95
KAP2_HUMAN,P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,6,3,12,21,bin_5,137,282,PRKAR1A,0,1.02
KAP1_HUMAN,P31321,PRKAR1B,cAMP-dependent protein kinase type I-beta regulatory subunit,4,8,9,21,bin_5,62,8,PRKAR1B,1,0.88
ITA2B_HUMAN,P08514,ITGA2B,"Integrin alpha-IIb light chain, form 2",6,6,9,21,bin_5,343,1,ITGB3,0,0.74
MICU1_HUMAN,Q9H9N6,MICU1,"Calcium uptake protein 1, mitochondrial ",5,9,7,21,bin_5,261,1369,CACNA1A,0,0.34
MORC3_HUMAN,Q14149,MORC3,MORC family CW-type zinc finger protein 3,6,10,5,21,bin_5,101,8,MORC3,1,0.48
ZC3H8_HUMAN,Q8N5P1,ZC3H8,Zinc finger CCCH domain-containing protein 8,4,9,8,21,bin_5,7,8,ZC3H8,1,1.24
CBPE_HUMAN,P16870,CPE,Carboxypeptidase E,5,10,6,21,bin_5,9057,621,CPE,1,1.39
K22E_HUMAN,P35908,KRT2,"Keratin, type II cytoskeletal 2 epidermal",3,9,9,21,bin_5,83,37,KRT2,1,0.28
MMP8_HUMAN,P22894,MMP8,Neutrophil collagenase,6,10,5,21,bin_5,2493,2196,COL1A1,0,0.6
HXA3_HUMAN,O43365,HOXA3,Homeobox protein Hox-A3,3,15,3,21,bin_5,225,2,HOXA3,1,1.76
KIBRA_HUMAN,Q8IX03,WWC1,Protein KIBRA,4,11,6,21,bin_5,190,200,KIBRA,0,0.63
ZBED3_HUMAN,Q96IU2,ZBED3,Zinc finger BED domain-containing protein 3,3,13,5,21,bin_5,42,10,ZBED3,1,1.5
MYO19_HUMAN,Q96H55,MYO19,Unconventional myosin-XIX ,7,6,8,21,bin_5,34,0,MYO19,1,1.24
LEG1_HUMAN,P09382,LGALS1,Galectin-1,3,10,8,21,bin_5,2424,2281,LGALS1,1,0.28
IFT74_HUMAN,Q96LB3,IFT74,Intraflagellar transport protein 74 homolog,2,12,7,21,bin_5,54,2,IFT74,1,0.77
AA2BR_HUMAN,P29275,ADORA2B,Adenosine receptor A2b,2,15,4,21,bin_5,223,1976,ADORA2B,1,1.37
ATS12_HUMAN,P58397,ADAMTS12,A disintegrin and metalloproteinase with thrombospondin motifs 12,2,17,2,21,bin_5,109,304,ADAMTS12,1,0.53
NCLX_HUMAN,Q6J4K2,SLC8B1,Mitochondrial sodium/calcium exchanger protein ,4,11,6,21,bin_5,35,622,NCLX,0,0.83
LIMK2_HUMAN,P53671,LIMK2,LIM domain kinase 2,4,11,6,21,bin_5,255,868,LIMK2,1,0.96
LIMS1_HUMAN,P48059,LIMS1,LIM and senescent cell antigen-like-containing domain protein 1,2,14,5,21,bin_5,183,0,LASP1,0,0.5
KLH20_HUMAN,Q9Y2M5,KLHL20,Kelch-like protein 20,3,8,10,21,bin_5,33,391,KLHL20,1,0.39
IF4G2_HUMAN,Q8NI71,EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,5,11,5,21,bin_5,184,380,EIF4G2,1,0.27
NDRG4_HUMAN,Q9GZN3,NDRG4,Protein NDRG4,0,14,7,21,bin_5,163,112,NDRG4,1,0.42
